metric_label,img_idx,mos_rating,mos_zscore,score
kNN_MMD_dc_ae_l10_k1,1,10.383351573636363,-3.0909231051976005,1.9681042470037937
kNN_MMD_dc_ae_l10_k1,2,11.237612673636363,-3.0416858884420805,1.9987412189366296
kNN_MMD_dc_ae_l10_k1,3,12.873956289545454,-2.9473716263235947,1.9999982398139764
kNN_MMD_dc_ae_l10_k1,4,13.852077771363637,-2.8909954441311574,1.9713951665908098
kNN_MMD_dc_ae_l10_k1,5,14.772021149545454,-2.8379724848575316,1.9606149680912495
kNN_MMD_dc_ae_l10_k1,6,15.774696462272727,-2.780181088634338,1.9999993530026359
kNN_MMD_dc_ae_l10_k1,7,16.11136225,-2.760776615734313,1.9942080797627568
kNN_MMD_dc_ae_l10_k1,8,16.718538883636366,-2.7257806554602935,1.9855532608926296
kNN_MMD_dc_ae_l10_k1,9,16.83383592,-2.719135257266808,1.931943990290165
kNN_MMD_dc_ae_l10_k1,10,16.977602550909094,-2.710848951395825,1.9400948844850063
kNN_MMD_dc_ae_l10_k1,11,17.128398308636363,-2.702157506345793,1.9965680539608002
kNN_MMD_dc_ae_l10_k1,12,17.49981897681818,-2.680749859495494,1.9926881166175008
kNN_MMD_dc_ae_l10_k1,13,18.01987185318182,-2.650775468530193,1.9736920893192291
kNN_MMD_dc_ae_l10_k1,14,18.22368484818182,-2.639028258441373,1.999720582010923
kNN_MMD_dc_ae_l10_k1,15,18.40435578590909,-2.628614891705722,1.9815848264843225
kNN_MMD_dc_ae_l10_k1,16,18.964998386363636,-2.5963010227481416,1.978082176297903
kNN_MMD_dc_ae_l10_k1,17,19.531784013636365,-2.563633086933271,1.8930675089359283
kNN_MMD_dc_ae_l10_k1,18,21.457911477272727,-2.4526164956056054,1.995662941597402
kNN_MMD_dc_ae_l10_k1,19,22.164942098181818,-2.411865231226962,1.9552228339016438
kNN_MMD_dc_ae_l10_k1,20,22.207954510454545,-2.4093861162745784,1.9996626926003955
kNN_MMD_dc_ae_l10_k1,21,22.336504287727273,-2.401976867220102,1.9456696659326553
kNN_MMD_dc_ae_l10_k1,22,22.775860404545455,-2.376653611418521,1.9804005715996027
kNN_MMD_dc_ae_l10_k1,23,23.03693973772727,-2.361605730017554,1.9650422744452953
kNN_MMD_dc_ae_l10_k1,24,23.073138160909092,-2.359519354308287,1.9865416688844562
kNN_MMD_dc_ae_l10_k1,25,23.859046570909094,-2.314221795127428,1.9999394186525024
kNN_MMD_dc_ae_l10_k1,26,24.108436355454547,-2.299847666563835,1.9534635804593563
kNN_MMD_dc_ae_l10_k1,27,24.136628927727273,-2.2982227256741137,1.9505397528409958
kNN_MMD_dc_ae_l10_k1,28,24.706419758636365,-2.2653815783401448,1.9886455228552222
kNN_MMD_dc_ae_l10_k1,29,25.160939161363636,-2.2391843532157982,1.9858131352812052
kNN_MMD_dc_ae_l10_k1,30,25.272293834545454,-2.2327661817923388,1.909130059182644
kNN_MMD_dc_ae_l10_k1,31,25.739496508636364,-2.205837928436342,1.989022453315556
kNN_MMD_dc_ae_l10_k1,32,26.08368123090909,-2.1860000852119685,1.9777817111462355
kNN_MMD_dc_ae_l10_k1,33,26.26193154681818,-2.175726236337011,1.9767833277583122
kNN_MMD_dc_ae_l10_k1,34,26.29922768272727,-2.1735765915411758,1.975853368639946
kNN_MMD_dc_ae_l10_k1,35,26.647243233181822,-2.153517950111732,1.999998193364604
kNN_MMD_dc_ae_l10_k1,36,26.80277036,-2.144553802201322,1.953569483011961
kNN_MMD_dc_ae_l10_k1,37,27.710613355454544,-2.0922282750911965,1.999683291563997
kNN_MMD_dc_ae_l10_k1,38,27.723830698181818,-2.0914664644822447,1.9916448667645454
kNN_MMD_dc_ae_l10_k1,39,27.94224735681818,-2.078877540130785,1.9561663679778576
kNN_MMD_dc_ae_l10_k1,40,28.008295531363636,-2.0750707083712667,1.9284327924251556
kNN_MMD_dc_ae_l10_k1,41,28.427649107272728,-2.0509003429944066,1.9810221046209335
kNN_MMD_dc_ae_l10_k1,42,28.610673086363636,-2.0403513535461495,1.986688788048923
kNN_MMD_dc_ae_l10_k1,43,28.864666542727274,-2.0257118822352584,1.979289585724473
kNN_MMD_dc_ae_l10_k1,44,28.872480873181818,-2.0252614861182057,1.9569637663662434
kNN_MMD_dc_ae_l10_k1,45,29.867093540909092,-1.9679347981668596,1.9999999945683227
kNN_MMD_dc_ae_l10_k1,46,30.946254809545454,-1.9057349657057894,1.9012752398848534
kNN_MMD_dc_ae_l10_k1,47,31.113843444545456,-1.8960756262517786,1.985391065478325
kNN_MMD_dc_ae_l10_k1,48,31.75240744409091,-1.8592705861324392,1.8848436400294304
kNN_MMD_dc_ae_l10_k1,49,31.962474827272725,-1.8471628906292867,1.942821566015482
kNN_MMD_dc_ae_l10_k1,50,32.10326235227273,-1.8390482920775113,1.962491199374199
kNN_MMD_dc_ae_l10_k1,51,32.57260997909091,-1.8119964096549876,1.9768061116337776
kNN_MMD_dc_ae_l10_k1,52,33.29309288772727,-1.770469793095747,1.9427031725645065
kNN_MMD_dc_ae_l10_k1,53,33.63066458409091,-1.751013106159651,1.974492110311985
kNN_MMD_dc_ae_l10_k1,54,33.94931614045454,-1.7326469230920152,1.932154193520546
kNN_MMD_dc_ae_l10_k1,55,34.254768114545456,-1.7150415269704833,1.9844919741153717
kNN_MMD_dc_ae_l10_k1,56,35.01583384090909,-1.6711758304824154,1.9627569019794464
kNN_MMD_dc_ae_l10_k1,57,35.61844186090909,-1.6364431923003018,1.9898197194561362
kNN_MMD_dc_ae_l10_k1,58,36.50372615909091,-1.5854178853071164,1.9814057312905788
kNN_MMD_dc_ae_l10_k1,59,36.74721518909091,-1.5713838597056917,1.9958490733988583
kNN_MMD_dc_ae_l10_k1,60,37.183868766818186,-1.5462163706866658,1.988062989898026
kNN_MMD_dc_ae_l10_k1,61,37.586910895,-1.5229861514634166,1.9131744280457497
kNN_MMD_dc_ae_l10_k1,62,37.90925234181818,-1.504407293446501,1.9284490048885345
kNN_MMD_dc_ae_l10_k1,63,39.159607152727276,-1.4323403447746748,1.9963644968811423
kNN_MMD_dc_ae_l10_k1,64,39.16116855045455,-1.4322503501836308,1.9971995272208005
kNN_MMD_dc_ae_l10_k1,65,39.50363207727273,-1.4125117118436592,1.972244504839182
kNN_MMD_dc_ae_l10_k1,66,39.72578294681818,-1.3997075580360745,1.9780654143542051
kNN_MMD_dc_ae_l10_k1,67,40.10658689318182,-1.3777590853168278,1.9818107429891825
kNN_MMD_dc_ae_l10_k1,68,40.511631334545456,-1.3544134583708745,1.9887934010475874
kNN_MMD_dc_ae_l10_k1,69,41.22542756590909,-1.3132722431581907,1.9786781184375286
kNN_MMD_dc_ae_l10_k1,70,41.450596035,-1.3002941633660317,1.9424452260136604
kNN_MMD_dc_ae_l10_k1,71,41.606778884545456,-1.2912922214345022,1.9285779893398285
kNN_MMD_dc_ae_l10_k1,72,41.74143011090909,-1.283531301946464,1.9776493646204472
kNN_MMD_dc_ae_l10_k1,73,42.27668356454546,-1.2526807922886625,1.9379184804856777
kNN_MMD_dc_ae_l10_k1,74,42.349748590454546,-1.2484695288729066,1.9765037763863802
kNN_MMD_dc_ae_l10_k1,75,42.93479045136364,-1.2147493548925703,1.9964259474072605
kNN_MMD_dc_ae_l10_k1,76,42.999259720454546,-1.2110335268204517,1.9759756941348314
kNN_MMD_dc_ae_l10_k1,77,43.14833512181818,-1.2024412382919711,1.9752931464463472
kNN_MMD_dc_ae_l10_k1,78,43.849900354999995,-1.1620049835516937,1.987428336404264
kNN_MMD_dc_ae_l10_k1,79,44.24228326,-1.1393891320928766,1.931828685104847
kNN_MMD_dc_ae_l10_k1,80,44.68483293727273,-1.113881808412842,1.9995454266027082
