dist_img,ref_img,ref_id,dist_type,level,dmos,var,score_MMD_sd_vae_l7,score_MMD_dc_ae_l10,score_MMD_dinov2_vitb14_l5,score_CMMD
I01_01_01.png,I01.png,1,1,1,4.57,0.496,0.9794541001319885,0.9743684530258179,0.9876531958580017,0.7411519885063171
I01_01_02.png,I01.png,1,1,2,4.33,0.869,0.9820365309715271,0.9779834747314453,0.9894104599952698,0.7808153033256531
I01_01_03.png,I01.png,1,1,3,2.67,0.789,0.9972835779190063,1.0014601945877075,1.0027203559875488,0.789418637752533
I01_01_04.png,I01.png,1,1,4,1.67,0.596,1.0155830383300781,1.0169881582260132,1.01223886013031,0.7989777326583862
I01_01_05.png,I01.png,1,1,5,1.1,0.3,1.0188815593719482,1.0170170068740845,1.0123536586761475,0.8221226930618286
I01_02_01.png,I01.png,1,2,1,3.83,0.86,0.9866012930870056,0.9863079786300659,0.9932423830032349,0.7924069166183472
I01_02_02.png,I01.png,1,2,2,2.27,0.772,1.0015822649002075,1.0070217847824097,1.0084242820739746,0.7849348783493042
I01_02_03.png,I01.png,1,2,3,1.53,0.67,1.0169256925582886,1.0170124769210815,1.0123029947280884,0.7985645532608032
I01_02_04.png,I01.png,1,2,4,1.23,0.418,1.0186234712600708,1.0170170068740845,1.0123518705368042,0.8075253963470459
I01_02_05.png,I01.png,1,2,5,1.2,0.4,1.0188175439834595,1.0170170068740845,1.0123533010482788,0.8067803978919983
I01_03_01.png,I01.png,1,3,1,4.73,0.442,0.9794541001319885,0.9743684530258179,0.9876531958580017,0.7411519885063171
I01_03_02.png,I01.png,1,3,2,3.97,0.657,0.9847328066825867,0.9840000867843628,1.0028501749038696,0.7885981798171997
I01_03_03.png,I01.png,1,3,3,2.7,0.936,1.0003381967544556,1.0055400133132935,1.0121302604675293,0.7693074941635132
I01_03_04.png,I01.png,1,3,4,2.03,0.795,1.0093077421188354,1.014520525932312,1.012351155281067,0.772795557975769
I01_03_05.png,I01.png,1,3,5,1.5,0.5,1.015519380569458,1.0167219638824463,1.012352705001831,0.8042545318603516
I01_04_01.png,I01.png,1,4,1,4.73,0.512,0.9822556972503662,0.9814619421958923,1.0058733224868774,0.799525260925293
I01_04_02.png,I01.png,1,4,2,2.17,1.035,1.0187568664550781,1.0170170068740845,1.0123399496078491,0.8199995756149292
I01_04_03.png,I01.png,1,4,3,1.37,0.547,1.0188504457473755,1.0170170068740845,1.0123529434204102,0.8122832775115967
I01_04_04.png,I01.png,1,4,4,1.5,0.619,1.018882155418396,1.0170170068740845,1.0123534202575684,0.8044183254241943
I01_04_05.png,I01.png,1,4,5,1.47,0.806,1.0188889503479004,1.0170170068740845,1.0123536586761475,0.8150191307067871
I01_05_01.png,I01.png,1,5,1,4.0,0.856,0.9839053153991699,0.9836750626564026,1.0011682510375977,0.7898731827735901
I01_05_02.png,I01.png,1,5,2,2.2,0.909,0.9993495941162109,0.9943305850028992,1.0032472610473633,0.7325300574302673
I01_05_03.png,I01.png,1,5,3,1.57,0.559,1.0081830024719238,0.9939262270927429,1.0036734342575073,0.749546468257904
I01_05_04.png,I01.png,1,5,4,1.33,0.537,1.0086581707000732,0.9926779866218567,1.0045207738876343,0.7410438656806946
I01_05_05.png,I01.png,1,5,5,1.6,0.611,1.0067622661590576,0.9932222366333008,1.0041528940200806,0.7784274816513062
I01_06_01.png,I01.png,1,6,1,4.23,0.761,0.9789692163467407,1.0168735980987549,1.0121954679489136,0.793630838394165
I01_06_02.png,I01.png,1,6,2,4.4,0.554,0.981281578540802,1.0169696807861328,1.0122824907302856,0.79871666431427
I01_06_03.png,I01.png,1,6,3,3.9,0.943,0.9811696410179138,1.0170092582702637,1.0123335123062134,0.7985740900039673
I01_06_04.png,I01.png,1,6,4,2.9,0.831,0.9921256899833679,1.0170159339904785,1.0123505592346191,0.8010374903678894
I01_06_05.png,I01.png,1,6,5,2.27,0.929,1.0001035928726196,1.0170170068740845,1.0123534202575684,0.8186185359954834
I01_07_01.png,I01.png,1,7,1,2.73,1.123,0.9908056855201721,0.9846465587615967,1.0048226118087769,0.8091727495193481
I01_07_02.png,I01.png,1,7,2,2.5,1.025,0.9988956451416016,0.993951678276062,1.01066255569458,0.8246585130691528
I01_07_03.png,I01.png,1,7,3,2.27,1.062,1.0027004480361938,0.9984661340713501,1.0118776559829712,0.8287776708602905
I01_07_04.png,I01.png,1,7,4,2.47,1.147,1.0065423250198364,1.0027515888214111,1.0122584104537964,0.8087067604064941
I01_07_05.png,I01.png,1,7,5,2.2,0.945,1.0100514888763428,1.0026731491088867,1.0123432874679565,0.8465129137039185
I01_08_01.png,I01.png,1,8,1,4.7,0.458,0.9794541001319885,0.9743684530258179,0.9876531958580017,0.7411519885063171
I01_08_02.png,I01.png,1,8,2,3.77,0.616,1.0165882110595703,1.0169214010238647,1.011754035949707,0.8114070296287537
I01_08_03.png,I01.png,1,8,3,2.73,1.062,1.0187913179397583,1.017016887664795,1.0123214721679688,0.8111618757247925
I01_08_04.png,I01.png,1,8,4,1.97,0.912,1.0188567638397217,1.017016887664795,1.012351393699646,0.815277099609375
I01_08_05.png,I01.png,1,8,5,1.67,0.699,1.0188881158828735,1.0170170068740845,1.0123534202575684,0.8374676704406738
I01_09_01.png,I01.png,1,9,1,4.6,0.49,0.9815790057182312,0.9857465624809265,1.0030747652053833,0.7803348302841187
I01_09_02.png,I01.png,1,9,2,4.67,0.537,0.9889612197875977,1.0112897157669067,1.0113980770111084,0.7762134671211243
I01_09_03.png,I01.png,1,9,3,4.4,0.611,0.9918912053108215,1.0141522884368896,1.0119965076446533,0.787632942199707
I01_09_04.png,I01.png,1,9,4,2.9,1.044,1.0089330673217773,1.0170155763626099,1.012351393699646,0.806012749671936
I01_09_05.png,I01.png,1,9,5,1.37,0.547,1.017736792564392,1.0170170068740845,1.0123536586761475,0.8724163770675659
I01_10_01.png,I01.png,1,10,1,4.37,0.657,0.9839057326316833,1.0057278871536255,1.011127233505249,0.8516501784324646
I01_10_02.png,I01.png,1,10,2,3.93,0.854,0.984627902507782,1.0112203359603882,1.0116827487945557,0.8503437042236328
I01_10_03.png,I01.png,1,10,3,3.77,0.803,0.9883631467819214,1.0167515277862549,1.0123313665390015,0.8750289678573608
I01_10_04.png,I01.png,1,10,4,1.58,0.555,1.0089236497879028,1.017016887664795,1.0123536586761475,0.8751765489578247
I01_10_05.png,I01.png,1,10,5,1.17,0.373,1.01578950881958,1.0170170068740845,1.0123536586761475,0.8819603323936462
I01_11_01.png,I01.png,1,11,1,4.03,0.948,0.9886728525161743,1.015548586845398,1.0122283697128296,0.8077011704444885
I01_11_02.png,I01.png,1,11,2,3.27,0.814,0.9971750378608704,1.0165150165557861,1.0123382806777954,0.8205007910728455
I01_11_03.png,I01.png,1,11,3,2.67,0.745,1.0016018152236938,1.0167806148529053,1.0123496055603027,0.8256586790084839
I01_11_04.png,I01.png,1,11,4,2.27,0.772,1.0083669424057007,1.0169572830200195,1.0123533010482788,0.8257578611373901
I01_11_05.png,I01.png,1,11,5,2.37,0.752,1.014468789100647,1.0170118808746338,1.0123536586761475,0.8326539993286133
I01_12_01.png,I01.png,1,12,1,4.43,0.559,0.9807277917861938,1.0124874114990234,1.011313796043396,0.8009005784988403
I01_12_02.png,I01.png,1,12,2,3.7,0.69,0.9953587651252747,1.0162208080291748,1.0123343467712402,0.8152755498886108
I01_12_03.png,I01.png,1,12,3,2.77,0.883,1.0036777257919312,1.016763687133789,1.012352466583252,0.8243420124053955
I01_12_04.png,I01.png,1,12,4,2.37,0.836,1.0101872682571411,1.0169787406921387,1.0123536586761475,0.8271695375442505
I01_12_05.png,I01.png,1,12,5,1.97,0.547,1.0134568214416504,1.0170058012008667,1.0123536586761475,0.838214635848999
I01_13_01.png,I01.png,1,13,1,3.67,0.789,0.9816880822181702,1.016986608505249,1.012169599533081,0.7975993156433105
I01_13_02.png,I01.png,1,13,2,2.87,1.087,1.000294804573059,1.0170170068740845,1.012353539466858,0.8427357077598572
I01_13_03.png,I01.png,1,13,3,2.6,0.663,1.0048365592956543,1.0170170068740845,1.0123536586761475,0.8375281095504761
I01_13_04.png,I01.png,1,13,4,2.07,0.727,1.009096384048462,1.0170170068740845,1.0123536586761475,0.8323572874069214
I01_13_05.png,I01.png,1,13,5,2.03,0.657,1.0124826431274414,1.0170170068740845,1.0123536586761475,0.828545093536377
I01_14_01.png,I01.png,1,14,1,4.57,0.616,0.9797738194465637,1.0101457834243774,1.0101425647735596,0.8294538259506226
I01_14_02.png,I01.png,1,14,2,3.57,1.023,0.9902621507644653,1.0160908699035645,1.0122884511947632,0.8722963333129883
I01_14_03.png,I01.png,1,14,3,3.13,0.846,0.9988572597503662,1.0166858434677124,1.0123441219329834,0.8669033646583557
I01_14_04.png,I01.png,1,14,4,2.5,0.764,1.0078825950622559,1.0169715881347656,1.0123528242111206,0.8802812099456787
I01_14_05.png,I01.png,1,14,5,2.27,0.68,1.0150597095489502,1.0170122385025024,1.0123536586761475,0.8840107917785645
I01_15_01.png,I01.png,1,15,1,3.57,0.989,0.997282862663269,1.0072413682937622,1.0123255252838135,0.8552842140197754
I01_15_02.png,I01.png,1,15,2,2.63,0.912,1.0075711011886597,1.0136481523513794,1.0123504400253296,0.8624210953712463
I01_15_03.png,I01.png,1,15,3,1.77,0.607,1.013074278831482,1.0154913663864136,1.0123523473739624,0.8556632995605469
I01_15_04.png,I01.png,1,15,4,1.4,0.49,1.0181556940078735,1.016811490058899,1.0123530626296997,0.8633784651756287
I01_15_05.png,I01.png,1,15,5,1.33,0.471,1.0188250541687012,1.016993761062622,1.0123531818389893,0.9073471426963806
I01_16_01.png,I01.png,1,16,1,4.37,0.547,0.9801124334335327,0.9753484129905701,0.9888680577278137,0.7334263920783997
I01_16_02.png,I01.png,1,16,2,4.47,0.562,0.983538806438446,0.978249728679657,0.9913589954376221,0.7458142042160034
I01_16_03.png,I01.png,1,16,3,3.94,0.504,0.9981486797332764,0.9909775853157043,1.000196099281311,0.7639368772506714
I01_16_04.png,I01.png,1,16,4,3.17,0.898,1.0172107219696045,1.0136533975601196,1.0104670524597168,0.8078247308731079
I01_16_05.png,I01.png,1,16,5,2.18,0.796,1.018838882446289,1.016994833946228,1.0123223066329956,0.8265008926391602
I01_17_01.png,I01.png,1,17,1,4.5,0.5,0.9797454476356506,0.974049985408783,0.988436758518219,0.7403140068054199
I01_17_02.png,I01.png,1,17,2,4.57,0.496,0.9807990789413452,0.9742544293403625,0.990696370601654,0.7431988716125488
I01_17_03.png,I01.png,1,17,3,4.33,0.596,0.984373152256012,0.9765059947967529,0.9975881576538086,0.7532549500465393
I01_17_04.png,I01.png,1,17,4,3.4,0.879,0.997983455657959,0.9889655709266663,1.0088804960250854,0.7759697437286377
I01_17_05.png,I01.png,1,17,5,2.13,0.846,1.0186564922332764,1.0169299840927124,1.0123201608657837,0.8244381546974182
I01_18_01.png,I01.png,1,18,1,4.5,0.5,0.9927334189414978,0.9847413897514343,0.9896664619445801,0.738899827003479
I01_18_02.png,I01.png,1,18,2,4.57,0.496,0.9825976490974426,0.9772030711174011,0.9881907105445862,0.7336062788963318
I01_18_03.png,I01.png,1,18,3,4.57,0.496,0.9794541001319885,0.9743684530258179,0.9876531958580017,0.7411519885063171
I01_18_04.png,I01.png,1,18,4,4.37,0.795,0.987413763999939,0.9884244203567505,0.9947524070739746,0.7645007371902466
I01_18_05.png,I01.png,1,18,5,3.97,0.657,1.0001614093780518,1.003423810005188,1.0024309158325195,0.7628988027572632
I01_19_01.png,I01.png,1,19,1,4.53,0.499,0.9794903993606567,0.9748676419258118,0.9896973967552185,0.7586590051651001
I01_19_02.png,I01.png,1,19,2,3.93,0.727,0.9807084798812866,0.9841023683547974,0.9954609274864197,0.7926180958747864
I01_19_03.png,I01.png,1,19,3,2.77,0.803,0.9892582297325134,1.0050580501556396,1.0062111616134644,0.800468921661377
I01_19_04.png,I01.png,1,19,4,1.53,0.562,1.0024605989456177,1.0169177055358887,1.0120964050292969,0.8203163146972656
I01_19_05.png,I01.png,1,19,5,1.37,0.482,1.0120246410369873,1.017012357711792,1.0123474597930908,0.8527905941009521
I01_20_01.png,I01.png,1,20,1,4.53,0.67,0.9791404008865356,0.9738852977752686,0.9897240400314331,0.7316843867301941
I01_20_02.png,I01.png,1,20,2,3.9,1.136,0.9779188632965088,0.9742815494537354,0.9945264458656311,0.7457014322280884
